Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Description,Priority,Sensitivity,Show time as
Monday of Holy Week [1] Red or Violet,18/04/2011,,,,TRUE,FALSE,"Monday of Holy Week [1] Red or Violet

DAILY EUCHARIST
Isaiah 42:1-9
Psalm 36:5-11
Hebrews 9:11-15
John 12:1-11

DAILY PRAYER: The Suffering Christ 
Jeremiah 12:1-16
Philippians 3:1-14
John 12:9-19",Normal,Normal,3
Tuesday of Holy Week [1] Red or Violet,19/04/2011,,,,TRUE,FALSE,"Tuesday of Holy Week [1] Red or Violet

DAILY EUCHARIST
Isaiah 49:1-7
Psalm 71:1-14
1 Corinthians 1:18-31
John 12:20-36

DAILY PRAYER: The Suffering Christ 
Jeremiah 15:10-21
Philippians 3:15-21
John 12:20-26",Normal,Normal,3
Wednesday of Holy Week [1] Red or Violet,20/04/2011,,,,TRUE,FALSE,"Wednesday of Holy Week [1] Red or Violet

DAILY EUCHARIST
Isaiah 50:4-9a
Psalm 70
Hebrews 12:1-3
John 13:21-32

DAILY PRAYER: The Suffering Christ 
Jeremiah 17:5-10, 14-17
Philippians 4:1-13
John 12:27-36",Normal,Normal,3
Maundy Thursday [1] White at the Eucharist,21/04/2011,,,,TRUE,FALSE,"Holy Week (Week of Lent 6)
MAUNDY THURSDAY [1] White at the Eucharist

DAILY EUCHARIST
Exodus 12:1-4, (5-10), 11-14
Psalm 116:1-2, 12-19
1 Corinthians 11:23-26
John 13:1-17, 31b-35

DAILY PRAYER: The Suffering Christ 
Jeremiah 20:7-11
1 Corinthians 10:14-17; 11:27-32
John 17:1-11, (12-26)",Normal,Normal,3
Good Friday [1] Red for the Liturgy; Hangings removed,22/04/2011,,,,TRUE,FALSE,"GOOD FRIDAY [1] Red for the Liturgy; Hangings removed

HOLY COMMUNION
Isaiah 52:13 - 53:12
Psalm 22
Hebrews 10:16-25 or Hebrews 4:14-16; 5:7-9
John 18:1 - 19:42

DAILY PRAYER: The Suffering Christ 
Wisdom 1:16 - 2:1, 12-22 or Genesis 22:1-14
1 Peter 1:10-20
Morning: John 13:36-38
Evening: John 19:38-42
",Normal,Normal,3
"Holy Saturday (Easter Eve) [1] Hangings removed; White at the Easter Vigil (Ordination of the Bishop of Glasgow, 2010)",23/04/2011,,,,TRUE,FALSE,"HOLY SATURDAY (EASTER EVE) [1] Hangings removed; White at the Easter Vigil
Ordination of the Bishop of Glasgow, 2010

AT SERVICES OTHER THAN THE EASTER VIGIL
Job 14:1-14 or Lamentations 3:1-9, 19-24
Psalm 31:1-4, 15-16
1 Peter 4:1-8
Matthew 27:57-66 or John 19:38-42

DAILY PRAYER: The Suffering Christ 
Job 19:21-27a
Morning: Hebrews 4:1-16
Evening: Romans 8:1-11

EASTER VIGIL
A minimum of three Old Testament readings (with their psalm or canticle) should be chosen. The reading from Exodus 14 should always be used.
Genesis 1:1-2:4a / Psalm 136:1-9, 23-26
Genesis 7:1-5,11-18; 8:6-18; 9:8-13 / Psalm 46
Genesis 22:1-18 / Psalm 16
Exodus 14:10-31; 15:20-21 / Canticle: Exodus 15:1b-13, 17-18
Isaiah 55:1-11 / Canticle: Isaiah 12:2-6
Baruch 3:9-15, 32 - 4:4 or Proverbs 8:1-8, 19-21; 9:4b-6 / Psalm 19
Ezekiel 36:24-28 / Psalms 42 and 43
Ezekiel 37:1-14 / Psalm 143
Zephaniah 3:14-20 / Psalm 98

New Testament reading
Romans 6:3-11
Gradual Psalm: Psalm 114
Gospel (Year A): Matthew 28:1-10",Normal,Normal,3
EASTER DAY [1] White,24/04/2011,,,,TRUE,FALSE,"EASTER DAY [1] White

EUCHARIST
Acts 10:34-43 or Jeremiah 31:1-6
Psalm 118:1-2, 14-24
Colossians 3:1-4 or Acts 10:34-43
John 20:1-8 or Matthew 28:1-10

The following readings are for occasions when the main (eucharistic) Easter service must be late in the day. They are not intended for Evening Prayer on Easter Day.

Isaiah 25:6-9
Psalm 114
1 Corinthians 5:6b-8
Luke 24:13-49

DAILY PRAYER: New Life: The Lord
Song of Solomon 3:2-5; 8:6-7
Revelation 1:12-18
John 20:11-18

ALTERNATIVE PSALMS
Morning: Psalms 114 and 117
Evening: Psalm 66",Normal,Normal,3
Monday of Easter week,25/04/2011,,,,TRUE,FALSE,,Normal,Normal,3
Tuesday of Easter week,26/04/2011,,,,TRUE,FALSE,,Normal,Normal,3
Wednesday of Easter week,27/04/2011,,,,TRUE,FALSE,,Normal,Normal,3
Thursday of Easter week,28/04/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday of Easter week,29/04/2011,,,,TRUE,FALSE,,Normal,Normal,3
Saturday of Easter week,30/04/2011,,,,TRUE,FALSE,,Normal,Normal,3
Second Sunday of Easter [1] White; SPB First Sunday after Easter,01/05/2011,,,,TRUE,FALSE,"Second Sunday of Easter (SPB First Sunday after Easter) [1] White

EUCHARIST
Acts 2:14a, 22-32
Psalm 16
1 Peter 1:3-9
John 20:19-31

DAILY PRAYER: New Life: The Lord
Daniel 6:(1-5), 6-23
1 Corinthians 5:6b-8
Mark 15:46 - 16:8

ALTERNATIVE PSALMS
Morning: Psalm 30:1-5
Evening: Psalm 143:1-11",Normal,Normal,3
"Mark, Evangelist [4] Red (translated from 25 April)",02/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Philip and James, Apostles [4] Red (translated from 01 May)",03/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Athenasius, Bishop and Teacher of the Faith, 373 [6] White (translated from 02 May)",04/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Thursday after Easter 2,05/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday after Easter 2,06/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Saturday after Easter 2,07/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Third Sunday of Easter (SPB Second Sunday after Easter) [1] White,08/05/2011,,,,TRUE,FALSE,"Third Sunday of Easter (SPB Second Sunday after Easter) [1] White

EUCHARIST
Acts 2:14a, 36-41
Psalm 116
1 Peter 1:17-23
Luke 24:13-35

DAILY PRAYER
Haggai 1:13 - 2:9
1 Corinthians 3:10-17
John 2:13-22

ALTERNATIVE PSALMS
Morning: Psalm 48
Evening: Psalm 142",Normal,Normal,3
"Julian of Norwich, c.1413 [6] White (translated from 08 May)",09/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Tuesday after Easter 3,10/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Wednesday after Easter 3,11/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Thomas Rattray, Bishop, 1743 [6] White",12/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday after Third Sunday of Easter,13/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Matthias, Apostle [4] Red",14/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Fourth Sunday of Easter (SPB Third Sunday after Easter) [1] White,15/05/2011,,,,TRUE,FALSE,"Fourth Sunday of Easter (SPB Third Sunday after Easter) [1] White

EUCHARIST
Acts 2:42-47
Psalm 23
1 Peter 2:19-25
John 10:1-10

DAILY PRAYER: New Life: The Lord
Ezra 3:1-13
Ephesians 2:11-22
Luke 19:37-48

ALTERNATIVE PSALMS
Morning: Psalm 29:1-10
Evening: Psalm 81:8-16",Normal,Normal,3
Monday after Easter 4,16/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Tuesday after Easter 4,17/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Wednesday after Easter 4,18/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Thursday after Easter 4,19/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday after Easter 4,20/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Helena, c.330 [6] White",21/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Fifth Sunday of Easter [1] White; SPB Fourth Sunday after Easter,22/05/2011,,,,TRUE,FALSE,"Fifth Sunday of Easter (SPB Fourth Sunday after Easter) [1] White

EUCHARIST
Acts 7:55-60
Psalm 31:1-5, 15-16
1 Peter 2:2-10
John 14:1-14

DAILY EUCHARIST: New Life: The Lord
Zechariah 4:1-10
Revelations 21:1-14
Luke 2:25-32, (33-38)

ALTERNATIVE PSALMS
Morning: Psalm 147:1-11
Evening: Psalm 96",Normal,Normal,3
"William of Perth (or Rochester), 1201 [6] White",23/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Tuesday after Easter 5 [White],24/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Bede the Venerable, of Jarrow, Teacher of the Faith, 735 [6] White",25/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Augustine of Canterbury, Bishop, c.604 [6] White",26/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday after Easter 5,27/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Saturday after Easter 5,28/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
Sixth Sunday of Easter (SPB Fifth Sunday after Easter) [1] White,29/05/2011,,,,TRUE,FALSE,"Sixth Sunday of Easter (SPB Fifth Sunday after Easter) [1] White

EUCHARIST
Acts 17:22-31
Psalm 66:8-20
1 Peter 3:13-22
John 14:15-21

DAILY PRAYER: New Life: The Lord
Zechariah 8:1-13
Revelation 21:22 - 22:5
John 21:1-14

ALTERNATIVE PSALMS
Morning: Psalm 87 or Psalm 36:5-10
Evening: Psalm 45",Normal,Normal,3
Monday after Easter 6 (Rogation day),30/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
The Visit of Mary to Elizabeth [5] White (Rogation day),31/05/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Justin of Rome, Martyr, c.165 [6] Red (Rogation day)",01/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
ASCENSION DAY [1] White,02/06/2011,,,,TRUE,FALSE,"Thursday after Easter 6
ASCENSION DAY [1] White

DAILY EUCHARIST
Acts 1:1-11
Psalm 47 or 93
Ephesians 1:15-23
Luke 24:44-53

DAILY PRAYER: New Life: The Spirit
Ezekiel 1:1-14, 24-28b
Hebrews 2:5-18
Matthew 28:16-20",Normal,Normal,3
"Charles Lwanga and his companions, 1886; Janani Luwum, Bishop, 1977, Martyrs of Uganda [6] Red",03/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"John XXIII, Bishop of Rome, Reformer, 1963 [6] White",04/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
Seventh Sunday of Easter [1] White; SPB Sunday after Ascension Day,05/06/2011,,,,TRUE,FALSE,"Seventh Sunday of Easter (SPB Sunday after Ascension Day) [1] White

EUCHARIST
Acts 1:6-14
Psalm 68:1-10, 32-35
1 Peter 4:12-14; 5:6-11
John 17:1-11

DAILY PRAYER
2 Samuel 23:1-5
Ephesians 1:15-23
Mark 16:14-20

ALTERNATIVE PSALMS
Morning: Psalm 47
Evening: Psalm 147:1-11",Normal,Normal,3
"Boniface of Mainz, Bishop, Missionary and Martyr, 754 [6] Red (translated from 05 June)",06/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
Tuesday after Seventh Sunday of Easter,07/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Ephrem the Syrian, Deacon and Teacher of the Faith, 373 [6] White (Ordination of the Bishop of Argyll, 2004)",08/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Columba of Iona, Abbot, 597 [4] White",09/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday after Easter 7,10/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Barnabus, Apostle [4] Red",11/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
THE DAY OF PENTECOST (Whitsunday) [1] Red,12/06/2011,,,,TRUE,FALSE,"THE DAY OF PENTECOST (Whitsunday) [1] Red

EUCHARIST
Acts 2:1-21 or Numbers 11:24-30
Psalm 104:24-34, 35b
1 Corinthians 12:3b-13 or Acts 2:1-21
John 20:19-23 or John 7:37-39

DAILY PRAYER: New Life: The Spirit
Joel 2:21-32
Acts 2:14-21
Luke 24:44-53

ALTERNATIVE PSALMS
Morning: Psalm 67
Evening: Psalm 139:1-12",Normal,Normal,3
"John Skinner, Priest, 1807, and John Skinner, Bishop, 1816 [6] White (translated from 12 June)",13/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Basil of Caesarea, 379; Gregory of Nazianzus, c.390; Gregory of Nyssa, 394, Bishops and Teachers of the Faith [6] White",14/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
Wednesday after the Day of Pentecost (Whitsunday),15/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
Thursday after the Day of Pentecost (Whitsunday),16/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday after the Day of Pentecost (Whitsunday),17/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Bernard Mizeki, Martyr, 1896 [6] Red",18/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
Trinity Sunday (Pentecost 1) [2] White,19/06/2011,,,,TRUE,FALSE,"Trinity Sunday (Pentecost 1) [2] White

EUCHARIST
Genesis 1:1 - 2:4a
Psalm 8
2 Corinthians 13:11-13
Matthew 28:16-20

DAILY PRAYER: Festivals
Isaiah 6:1-8
2 Corinthians 13:(5-10), 11-13
John 16:5-15

ALTERNATIVE PSALMS
Morning: Psalms 93 and 150
Evening: Psalm 104:1-9",Normal,Normal,3
"Fillan, Abbot, c.750 [6] Red",20/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
Tuesday after Trinity Sunday,21/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Alban, Martyr [6] Red",22/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Corpus Christi (Thanksgiving for Holy Communion) [5] White (Installation of the Bishop of Edinburgh, 2001)",23/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
The Birth of John the Baptist [4] White,24/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Moluag of Lismore, Bishop, c.592 [6] White",25/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
Pentecost 2 (SPB Trinity 1) [3] Green,26/06/2011,,,,TRUE,FALSE,"Pentecost 2 (SPB Trinity 1) [3] Green | Week of Proper 13

EUCHARIST: Continuous
Genesis 22:1-14
Psalm 13
Romans 6:12-23
Matthew 10:40-42

EUCHARIST: Thematic
Jeremiah 28:5-9
Psalm 89:1-4, 15-18
Romans 6:12-23
Matthew 10:40-42

DAILY PRAYER: Week C
1 Samuel 28:3-19
Romans 13:1-10
Luke 17:20-37

ALTERNATIVE PSALMS
Morning: Psalm 50
Evening: Psalm 53",Normal,Normal,3
"Alexander Jolly, Bishop, 1838 [6] White",27/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Irenaeus of Lyons, Bishop and Teacher of the Faith, 202 [6] White",28/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Peter, Apostle or Peter and Paul, Apostles [4] Red",29/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
Thursday after Pentecost 2,30/06/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Serf, Bishop, c.550 [6] White",01/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Saturday after Pentecost 2,02/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Pentecost 3 [3] Green; SPB Trinity 2,03/07/2011,,,,TRUE,FALSE,"Pentecost 3 (SPB Trinity 2) [3] Green | Week of Proper 14

EUCHARIST: Continuous
Genesis 24:34-38, 42-49, 58-67
Psalm 45:10-17 or Song of Solomon 2:8-13
Romans 7:15-25a
Matthew 11:16-19, 25-30

EUCHARIST: Thematic
Zechariah 9:9-12
Psalm 145:8-14
Romans 7:15-25a
Matthew 11:16-19, 25-30

DAILY PRAYER: Week D
2 Samuel 2:1-11; 3:1
Romans 14:1-17
Luke 18:31 - 19:10

ALTERNATIVE PSALMS
Morning: Psalm 56
Evening: Psalm 64",Normal,Normal,3
"Thomas, Apostle [4] Red (if not kept on 21 December) (translated from 03 July)",04/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Tuesday after Pentecost 3,05/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Palladius, Bishop, c.450 [6] White",06/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Thursday after Pentecost 3,07/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday after Pentecost 3,08/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Saturday after Pentecost 3,09/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Pentecost 4 [3] Green; SPB Trinity 3,10/07/2011,,,,TRUE,FALSE,"Pentecost 4 (SPB Trinity 3) [3] Green | Week of Proper 15

EUCHARIST: Continuous
Genesis 25:19-34
Psalm 119:105-112
Romans 8:1-11
Matthew 13:1-9, 18-23

EUCHARIST: Thematic
Isaiah 55:10-13
Psalm 65:(1-8), 9-13
Romans 8:1-11
Matthew 13:1-9, 18-23

DAILY PRAYER: Week A
2 Samuel 7:18-29
Romans 15:14-29
Luke 19:41 - 20:8

ALTERNATIVE PSALMS
Morning: Psalm 60
Evening: Psalm 66",Normal,Normal,3
"Benedict of Nursia, Abbot, c.550 [6] White",11/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Drostan of Deer, Abbot, c.600 [6] White",12/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Wednesday after Pentecost 4,13/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Thursday after Pentecost 4,14/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday after Pentecost 4,15/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Saturday after Pentecost 4,16/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Pentecost 5 [3] Green; SPB Trinity 4,17/07/2011,,,,TRUE,FALSE,"Pentecost 5 (SPB Trinity 4) [3] Green | Week of Proper 16

EUCHARIST: Continuous
Genesis 28:10-19a
Psalm 139:1-12, 23-24
Romans 8:12-25
Matthew 13:24-30, 36-43

EUCHARIST: Thematic
Isaiah 44:6-8 or Wisdom of Solomon 12:13, 16-19
Psalm 86:11-17
Romans 8:12-25
Matthew 13:24-30, 36-43

DAILY PRAYER: Week B
1 Kings 2:10-12; 3:16-28
Acts 4:1-15
Mark 6:30-34, 53-56

ALTERNATIVE PSALMS
Morning: Psalm 67
Evening: Psalm 73",Normal,Normal,3
Monday after Pentecost 5,18/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Tuesday after Pentecost 5,19/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Wednesday after Pentecost 5,20/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
"William Wilberforce, 1833 [6] White",21/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Mary Magdalene [4] White,22/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Saturday after Pentecost 5,23/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Pentecost 6 [3] Green; SPB Trinity 5,24/07/2011,,,,TRUE,FALSE,"Pentecost 6 (SPB Trinity 5) [3] Green | Week of Proper 17

EUCHARIST: Continuous
Genesis 29:15-28
Psalm 105:1-11, (45b) or Psalm 128
Romans 8:26-39
Matthew 13:31-33, 44-52

EUCHARIST: Thematic
1 Kings 3:5-12
Psalm 119:129-136
Romans 8:26-39
Matthew 13:31-33, 44-52

DAILY PRAYER: Week C
1 Kings 6:11-14, 23-28
Acts 12:1-17
John 6:1-21

ALTERNATIVE PSALMS
Morning: Psalm 75
Evening: Psalm 74",Normal,Normal,3
"James, Apostle [4] Red",25/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Anne and Joachim, Parents of Mary, Mother of the Lord [6] White",26/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Wednesday after Pentecost 6,27/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Thursday after Pentecost 6,28/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Martha and Mary of Bethany [6] White,29/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Silas, Companion of Saint Paul [6] White",30/07/2011,,,,TRUE,FALSE,,Normal,Normal,3
Pentecost 7 [3] Green; SPB Trinity 6,31/07/2011,,,,TRUE,FALSE,"Pentecost 7 (SPB Trinity 6) [3] Green | Week of Proper 18

EUCHARIST: Continuous
Genesis 32:22-31
Psalm 17:1-7, 15
Romans 9:1-5
Matthew 14:13-21

EUCHARIST: Thematic
Isaiah 55:1-5
Psalm 145:8-9, 14-21
Romans 9:1-5
Matthew 14:13-21

DAILY PRAYER: Week D
1 Kings 10:1-13
Acts 13:1-13
John 6:24-35

ALTERNATIVE PSALMS
Morning: Psalm 80
Evening: Psalm 88",Normal,Normal,3
"Ignatius Loyola, Priest and Religious, 1556 [6] White (translated from 31 July)",01/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Tuesday after Pentecost 7,02/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Wednesday after Pentecost 7,03/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Thursday after Pentecost 7,04/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Oswald of Northumbria, Martyr, 642 [6] Red",05/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
THE TRANSFIGURATION OF THE LORD [2] White,06/08/2011,,,,TRUE,FALSE,"Saturday after Pentecost 7 | Week of Proper 18
THE TRANSFIGURATION OF THE LORD [2] White

DAILY EUCHARIST
Daniel 7:9-10, 13-14
Psalm 97 or Psalm 99
2 Peter 1:16-19
Luke 9:28-36

MORNING PRAYER: Festivals
Exodus 24:12-18
2 Corinthians 4:1-6

EVENING PRAYER: Festivals
Daniel 7:9-10, 13-14 or Exodus 3:1-15
John 12:27-36a",Normal,Normal,3
Pentecost 8 [3] Green; SPB Trinity 7,07/08/2011,,,,TRUE,FALSE,"Pentecost 8 (SPB Trinity 7) [3] Green | Week of Proper 19

EUCHARIST: Continuous
Genesis 37:1-4, 12-28
Psalm 105:1-6, 16-22, 45b
Romans 10:5-15
Matthew 14:22-33

EUCHARIST: Thematic
1 Kings 19:9-18
Psalm 85:8-13
Romans 10:5-15
Matthew 14:22-33

DAILY PRAYER: Week A
1 Kings 11:41 - 12:20
Acts 14:8-20
John 6:35, 41-51

ALTERNATIVE PSALMS
Morning: Psalm 86
Evening: Psalm 91",Normal,Normal,3
"Dominic, Priest and Friar, 1221 [6] White",08/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"John Mason Neale, Priest, 1886 [6] White",09/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Lawrence, Deacon and Martyr, 258 [6] Red",10/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Clare of Assisi, Religious, 1253 [6] White",11/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Blane, Missionary, c.590 [6] White",12/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Jeremy Taylor, Bishop, 1667 [6] White",13/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Pentecost 9 [3] Green; SPB Trinity 8,14/08/2011,,,,TRUE,FALSE,"Pentecost 9 (SPB Trinity 8) [3] Green | Week of Proper 20

EUCHARIST: Continuous
Genesis 45:1-15
Psalm 133
Romans 11:1-2a, 29-32
Matthew 15:(10-20), 21-28

EUCHARIST: Thematic
Isaiah 56:1, 6-8
Psalm 67
Romans 11:1-2a, 29-32
Matthew 15:(10-20), 21-28

DAILY PRAYER: Week B
2 Kings 4:(1-7), 8-37
Acts 16:1-15
John 6:51-58

ALTERNATIVE PSALMS
Morning: Psalm 90
Evening: Psalm 92",Normal,Normal,3
Mary the Virgin [4] White,15/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Maximilien Kolbe, Priest and Martyr, 1941 [6] Red (translated from 14 August)",16/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Wednesday after Pentecost 9,17/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Thursday after Pentecost 9,18/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday after Pentecost 9,19/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Bernard of Clairvaux, Aboot & Teacher of the Faith, 1153 [6] White",20/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Pentecost 10 [3] Green; SPB Trinity 9,21/08/2011,,,,TRUE,FALSE,"Pentecost 10 (SPB Trinity 9) [3] Green | Week of Proper 21

EUCHARIST: Continuous
Exodus 1:8 - 2:10
Psalm 124
Romans 12:1-8
Matthew 16:13-20

EUCHARIST: Thematic
Isaiah 51:1-6
Psalm 138
Romans 12:1-8
Matthew 16:13-20

DAILY PRAYER: Week C
2 Kings 6:8-23
Acts 17:15-34
John 6:56-69

ALTERNATIVE PSALMS
Morning: Psalm 95
Evening: Psalm 116",Normal,Normal,3
Monday after Pentecost 10,22/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Tuesday after Pentecost 10,23/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Bartholomew, Apostle [4] Red",24/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Ebba of Coldingham, Abbess, 683 [6] White",25/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday after Pentecost 10,26/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Monnica, Mother of Augustine of Hippo, 387 [6] White",27/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Pentecost 11 [3] Green; SPB Trinity 10,28/08/2011,,,,TRUE,FALSE,"Pentecost 11 (SPB Trinity 10) [3] Green | Week of Proper 22

EUCHARIST: Continuous
Exodus 3:1-15
Psalm 105:1-6, 23-26, 45c
Romans 12:9-21
Matthew 16:21-28

EUCHARIST: Thematic
Jeremiah 15:15-21
Psalm 26:1-8
Romans 12:9-21
Matthew 16:21-28

DAILY PRAYER: Week D
2 Kings 6:24-25; 7:3-20
Acts 18:1-16
Mark 7:1-8, 14-15, 21-23

ALTERNATIVE PSALMS
Morning: Psalm 105:1-15
Evening: Psalm 119:(1-8), 9-16",Normal,Normal,3
Monday after Pentecost 11,29/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Augustine of Hippo, Bishop & Teacher of the Faith, 430 [6] White (translated from 28 August)",30/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Wednesday after Pentecost 11,31/08/2011,,,,TRUE,FALSE,,Normal,Normal,3
Thursday after Pentecost 11,01/09/2011,,,,TRUE,FALSE,,Normal,Normal,3
"The Martyrs of New Guinea, 1942 [6] Red",02/09/2011,,,,TRUE,FALSE,,Normal,Normal,3
"Gregory the Great, Bishop and Teacher of the Faith [6] White",03/09/2011,,,,TRUE,FALSE,,Normal,Normal,3
Pentecost 12 [3] Green; SPB Trinity 11,04/09/2011,,,,TRUE,FALSE,"Pentecost 12 (SPB Trinity 11) [3] Green | Week of Proper 23

EUCHARIST: Continuous
Exodus 12:1-14
Psalm 149
Romans 13:8-14
Matthew 18:15-20

EUCHARIST: Thematic
Ezekiel 33:7-11
Psalm 119:33-40
Romans 13:8-14
Matthew 18:15-20

DAILY PRAYER: Week A
Ezekiel 12:21 - 13:16
Acts 19:1-20
Mark 7:24-37

ALTERNATIVE PSALMS
Morning: Psalm 108
Evening: Psalm 119:(41-48), 49-56",Normal,Normal,3
Monday after Pentecost 12,05/09/2011,,,,TRUE,FALSE,,Normal,Normal,3
Tuesday after Pentecost 12,06/09/2011,,,,TRUE,FALSE,,Normal,Normal,3
Wednesday after Pentecost 12,07/09/2011,,,,TRUE,FALSE,,Normal,Normal,3
"The Birth of Mary, Mother of the Lord [5] White",08/09/2011,,,,TRUE,FALSE,,Normal,Normal,3
Friday after Pentecost 12,09/09/2011,,,,TRUE,FALSE,,Normal,Normal,3
Saturday after Pentecost 12,10/09/2011,,,,TRUE,FALSE,,Normal,Normal,3
